pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,0.289936,0.622628,2.147468,0.289936,0.622628
unrelated,0.254045,0.528435,2.080083,0.254045,0.528435
unrelated,0.464360,1.025639,2.208715,0.464360,1.025639
unrelated,0.511712,1.124949,2.198403,0.511712,1.124949
unrelated,0.431478,0.957916,2.220081,0.431478,0.957916
unrelated,0.529047,1.167605,2.206997,0.529047,1.167605
unrelated,0.195609,0.419841,2.146329,0.097804,0.209920
unrelated,0.096620,0.209171,2.164874,0.096620,0.209171
unrelated,0.223094,0.494514,2.216621,0.223094,0.494514
unrelated,0.143433,0.312407,2.178077,0.143433,0.312407
unrelated,0.092265,0.209999,2.276048,0.092265,0.209999
unrelated,0.188441,0.424265,2.251452,0.188441,0.424265
unrelated,0.136897,0.311012,2.271877,0.136897,0.311012
unrelated,0.205719,0.465059,2.260649,0.205719,0.465059
unrelated,0.210548,0.463854,2.203077,0.210548,0.463854
unrelated,0.200993,0.412326,2.051446,0.200993,0.412326
unrelated,0.183338,0.351504,1.917251,0.183338,0.351504
unrelated,0.308495,0.650794,2.109575,0.308495,0.650794
unrelated,0.225295,0.446673,1.982613,0.225295,0.446673
unrelated,0.599480,1.279867,2.134959,0.299740,0.639933
unrelated,0.517160,1.080260,2.088833,0.517160,1.080260
unrelated,0.494766,1.030484,2.082769,0.494766,1.030484
unrelated,0.447559,0.915669,2.045918,0.447559,0.915669
unrelated,0.497602,1.041455,2.092947,0.497602,1.041455
unrelated,0.584517,1.212181,2.073815,0.584517,1.212181
unrelated,0.607837,1.259721,2.072465,0.607837,1.259721
unrelated,0.603880,1.256216,2.080242,0.603880,1.256216
unrelated,0.551847,1.122510,2.034097,0.551847,1.122510
unrelated,0.602174,1.271896,2.112174,0.602174,1.271896
unrelated,0.575507,1.220525,2.120781,0.575507,1.220525
unrelated,0.602760,1.288277,2.137298,0.602760,1.288277
unrelated,0.616624,1.319382,2.139686,0.616624,1.319382
unrelated,0.348011,0.761639,2.188549,0.174006,0.380820
unrelated,0.277717,0.605953,2.181910,0.277717,0.605953
unrelated,0.270646,0.593531,2.193013,0.270646,0.593531
unrelated,0.197604,0.446634,2.260245,0.197604,0.446634
unrelated,0.316142,0.682997,2.160409,0.316142,0.682997
unrelated,0.298097,0.668874,2.243810,0.298097,0.668874
unrelated,0.321536,0.727624,2.262962,0.321536,0.727624
unrelated,0.306397,0.682504,2.227515,0.306397,0.682504
unrelated,0.401497,0.897131,2.234463,0.401497,0.897131
unrelated,0.277019,0.611042,2.205771,0.277019,0.611042
unrelated,0.264372,0.596904,2.257817,0.264372,0.596904
unrelated,0.297218,0.609721,2.051425,0.297218,0.609721
unrelated,0.309235,0.680789,2.201529,0.309235,0.680789
unrelated,0.425580,0.940773,2.210568,0.141860,0.313591
unrelated,0.463842,1.045337,2.253646,0.231921,0.522668
unrelated,0.291005,0.643226,2.210359,0.291005,0.643226
unrelated,0.277921,0.611759,2.201193,0.277921,0.611759
unrelated,0.387093,0.873974,2.257786,0.387093,0.873974
unrelated,0.293610,0.650908,2.216915,0.293610,0.650908
unrelated,0.476982,1.073456,2.250519,0.476982,1.073456
unrelated,0.404213,0.913030,2.258781,0.404213,0.913030
unrelated,0.509876,1.136122,2.228232,0.509876,1.136122
unrelated,0.435623,0.980193,2.250095,0.435623,0.980193
unrelated,0.397152,0.898217,2.261648,0.397152,0.898217
unrelated,0.436250,0.984920,2.257698,0.436250,0.984920
unrelated,0.488130,1.099750,2.252988,0.488130,1.099750
unrelated,0.443386,0.997476,2.249676,0.443386,0.997476
unrelated,0.338671,0.758841,2.240646,0.169335,0.379421
unrelated,0.518618,1.147354,2.212330,0.518618,1.147354
unrelated,0.449780,0.998617,2.220233,0.449780,0.998617
unrelated,0.650437,1.400046,2.152469,0.650437,1.400046
unrelated,0.508278,1.127690,2.218647,0.508278,1.127690
unrelated,0.486717,1.074087,2.206798,0.486717,1.074087
unrelated,0.543469,1.201680,2.211128,0.543469,1.201680
unrelated,0.557902,1.222004,2.190356,0.557902,1.222004
unrelated,0.460475,1.017097,2.208799,0.460475,1.017097
unrelated,0.317163,0.718410,2.265112,0.317163,0.718410
unrelated,0.373590,0.844492,2.260479,0.373590,0.844492
unrelated,0.295202,0.669517,2.267996,0.295202,0.669517
unrelated,0.342183,0.775208,2.265481,0.342183,0.775208
unrelated,0.492395,1.060704,2.154173,0.246198,0.530352
unrelated,0.646982,1.346148,2.080655,0.646982,1.346148
unrelated,0.636923,1.290567,2.026254,0.636923,1.290567
unrelated,0.670562,1.407271,2.098642,0.670562,1.407271
unrelated,0.651167,1.361105,2.090255,0.651167,1.361105
unrelated,0.472028,1.011626,2.143147,0.472028,1.011626
unrelated,0.377611,0.807038,2.137218,0.377611,0.807038
unrelated,0.517130,1.109900,2.146267,0.517130,1.109900
unrelated,0.526628,1.132217,2.149937,0.526628,1.132217
unrelated,0.393566,0.837861,2.128897,0.393566,0.837861
unrelated,0.418005,0.887000,2.121985,0.418005,0.887000
unrelated,0.427621,0.956960,2.237870,0.427621,0.956960
unrelated,0.456372,0.951900,2.085798,0.456372,0.951900
unrelated,0.246686,0.540764,2.192112,0.082229,0.180255
unrelated,0.363323,0.816428,2.247112,0.181662,0.408214
unrelated,0.433167,0.967765,2.234163,0.433167,0.967765
unrelated,0.384129,0.847371,2.205955,0.384129,0.847371
unrelated,0.435011,0.975637,2.242787,0.435011,0.975637
unrelated,0.449581,0.977469,2.174178,0.449581,0.977469
unrelated,0.233068,0.529719,2.272809,0.233068,0.529719
unrelated,0.175610,0.393703,2.241922,0.175610,0.393703
unrelated,0.296477,0.672323,2.267705,0.296477,0.672323
unrelated,0.244413,0.552707,2.261366,0.244413,0.552707
unrelated,0.470078,1.060050,2.255053,0.470078,1.060050
unrelated,0.501709,1.128011,2.248339,0.501709,1.128011
unrelated,0.448194,1.012371,2.258776,0.448194,1.012371
unrelated,0.527239,1.185119,2.247784,0.527239,1.185119
unrelated,0.174548,0.397176,2.275460,0.087274,0.198588
unrelated,0.091691,0.182824,1.993913,0.091691,0.182824
unrelated,0.189910,0.428796,2.257895,0.189910,0.428796
unrelated,0.070705,0.142931,2.021525,0.070705,0.142931
unrelated,0.131020,0.246839,1.883973,0.131020,0.246839
unrelated,0.219547,0.487474,2.220366,0.219547,0.487474
unrelated,0.172319,0.361407,2.097317,0.172319,0.361407
unrelated,0.255183,0.567382,2.223434,0.255183,0.567382
unrelated,0.180733,0.408603,2.260807,0.180733,0.408603
unrelated,0.185990,0.422914,2.273849,0.185990,0.422914
unrelated,0.117369,0.261942,2.231788,0.117369,0.261942
unrelated,0.288231,0.649214,2.252408,0.288231,0.649214
unrelated,0.194070,0.434630,2.239552,0.194070,0.434630
unrelated,0.486904,1.071134,2.199886,0.243452,0.535567
unrelated,0.420739,0.913466,2.171098,0.420739,0.913466
unrelated,0.398013,0.863210,2.168799,0.398013,0.863210
unrelated,0.334424,0.712495,2.130516,0.334424,0.712495
unrelated,0.406695,0.886480,2.179716,0.406695,0.886480
unrelated,0.449897,0.959220,2.132088,0.449897,0.959220
unrelated,0.467567,0.994287,2.126514,0.467567,0.994287
unrelated,0.462986,0.988634,2.135343,0.462986,0.988634
unrelated,0.427733,0.896475,2.095873,0.427733,0.896475
unrelated,0.491092,1.070039,2.178896,0.491092,1.070039
unrelated,0.470085,1.029748,2.190554,0.470085,1.029748
unrelated,0.495730,1.091775,2.202356,0.495730,1.091775
unrelated,0.524403,1.156036,2.204482,0.524403,1.156036
ancestor-descendant,0.097059,0.218873,2.255045,0.097059,0.218873
ancestor-descendant,0.082357,0.182195,2.212250,0.041179,0.091097
ancestor-descendant,0.170936,0.358925,2.099765,0.085468,0.179462
ancestor-descendant,0.056677,0.128168,2.261373,0.028339,0.064084
ancestor-descendant,0.070486,0.124792,1.770444,0.070486,0.124792
ancestor-descendant,0.166100,0.347248,2.090598,0.083050,0.173624
ancestor-descendant,0.095108,0.204471,2.149866,0.047554,0.102235
ancestor-descendant,0.137076,0.305218,2.226639,0.068538,0.152609
ancestor-descendant,0.071250,0.152840,2.145126,0.071250,0.152840
ancestor-descendant,0.151000,0.316187,2.093952,0.075500,0.158093
ancestor-descendant,0.136955,0.299618,2.187703,0.068478,0.149809
ancestor-descendant,0.044535,0.095337,2.140725,0.022268,0.047669
unrelated,0.103551,0.235457,2.273823,0.103551,0.235457
cousins,0.311167,0.652561,2.097142,0.311167,0.652561
unrelated,0.287295,0.544217,1.894283,0.287295,0.544217
unrelated,0.338238,0.675717,1.997758,0.169119,0.337858
unrelated,0.287148,0.589744,2.053802,0.143574,0.294872
unrelated,0.267228,0.493899,1.848231,0.133614,0.246949
unrelated,0.316617,0.659494,2.082941,0.316617,0.659494
unrelated,0.244366,0.486959,1.992745,0.122183,0.243479
unrelated,0.407270,0.840182,2.062960,0.203635,0.420091
unrelated,0.301689,0.614066,2.035427,0.150845,0.307033
unrelated,0.228845,0.456490,1.994760,0.228845,0.456490
unrelated,0.263613,0.541601,2.054532,0.131806,0.270800
unrelated,0.311005,0.659167,2.119473,0.155503,0.329584
unrelated,0.181150,0.394731,2.179024,0.090575,0.197366
cousins,0.149346,0.328448,2.199239,0.149346,0.328448
unrelated,0.267605,0.606634,2.266901,0.267605,0.606634
unrelated,0.181991,0.412902,2.268808,0.090995,0.206451
unrelated,0.337406,0.740628,2.195069,0.168703,0.370314
unrelated,0.261157,0.592093,2.267193,0.130578,0.296046
unrelated,0.206265,0.468021,2.269034,0.206265,0.468021
unrelated,0.314796,0.712509,2.263396,0.157398,0.356254
unrelated,0.323793,0.729214,2.252096,0.161897,0.364607
unrelated,0.199012,0.451888,2.270656,0.099506,0.225944
unrelated,0.149405,0.301325,2.016837,0.149405,0.301325
unrelated,0.170963,0.358935,2.099488,0.085482,0.179468
unrelated,0.132115,0.250538,1.896362,0.066058,0.125269
unrelated,0.231814,0.499679,2.155516,0.115907,0.249839
cousins,0.165546,0.356470,2.153301,0.165546,0.356470
unrelated,0.380580,0.795191,2.089421,0.380580,0.795191
unrelated,0.438383,0.901724,2.056933,0.219191,0.450862
unrelated,0.382067,0.806486,2.110850,0.191033,0.403243
unrelated,0.359738,0.750938,2.087461,0.179869,0.375469
unrelated,0.173309,0.372768,2.150885,0.173309,0.372768
unrelated,0.086754,0.181582,2.093071,0.043377,0.090791
unrelated,0.176069,0.372799,2.117340,0.088035,0.186399
unrelated,0.228531,0.498275,2.180337,0.114266,0.249138
unrelated,0.174347,0.383907,2.201975,0.174347,0.383907
unrelated,0.193966,0.423356,2.182632,0.096983,0.211678
unrelated,0.171778,0.383925,2.235009,0.085889,0.191963
unrelated,0.276872,0.597851,2.159305,0.138436,0.298925
unrelated,0.389346,0.807220,2.073273,0.389346,0.807220
cousins,0.257218,0.490840,1.908262,0.257218,0.490840
unrelated,0.360023,0.732995,2.035969,0.360023,0.732995
unrelated,0.375295,0.747564,1.991939,0.187647,0.373782
unrelated,0.365060,0.757785,2.075780,0.182530,0.378893
unrelated,0.440501,0.870457,1.976062,0.220250,0.435228
unrelated,0.176711,0.325840,1.843920,0.176711,0.325840
unrelated,0.272103,0.552767,2.031464,0.136051,0.276383
unrelated,0.181545,0.328865,1.811485,0.090772,0.164433
unrelated,0.204422,0.379649,1.857179,0.102211,0.189824
unrelated,0.303003,0.640965,2.115377,0.303003,0.640965
unrelated,0.390586,0.837064,2.143100,0.195293,0.418532
unrelated,0.254036,0.535623,2.108455,0.127018,0.267812
unrelated,0.361676,0.775397,2.143900,0.180838,0.387699
cousins,0.281721,0.612881,2.175487,0.281721,0.612881
unrelated,0.315194,0.706712,2.242148,0.315194,0.706712
unrelated,0.345191,0.767692,2.223961,0.172596,0.383846
unrelated,0.372325,0.832114,2.234915,0.186162,0.416057
unrelated,0.324672,0.734057,2.260916,0.162336,0.367028
unrelated,0.241582,0.540203,2.236109,0.241582,0.540203
unrelated,0.293201,0.662486,2.259494,0.146601,0.331243
unrelated,0.188191,0.419507,2.229154,0.094096,0.209754
unrelated,0.328698,0.728838,2.217348,0.164349,0.364419
unrelated,0.226830,0.460127,2.028509,0.226830,0.460127
unrelated,0.287862,0.599939,2.084124,0.143931,0.299970
unrelated,0.242515,0.466072,1.921830,0.121257,0.233036
unrelated,0.235166,0.451514,1.919982,0.117583,0.225757
cousins,0.653461,1.391244,2.129040,0.653461,1.391244
unrelated,0.529530,1.095104,2.068067,0.529530,1.095104
unrelated,0.513099,1.059497,2.064898,0.256549,0.529748
unrelated,0.506895,1.044289,2.060169,0.253447,0.522144
unrelated,0.504806,1.043989,2.068101,0.252403,0.521995
unrelated,0.668262,1.393959,2.085947,0.668262,1.393959
unrelated,0.703186,1.467395,2.086781,0.351593,0.733698
unrelated,0.704056,1.474545,2.094356,0.352028,0.737272
unrelated,0.603005,1.229913,2.039638,0.301503,0.614956
unrelated,0.638096,1.342098,2.103286,0.638096,1.342098
unrelated,0.608973,1.285414,2.110790,0.304486,0.642707
unrelated,0.642861,1.368180,2.128268,0.321430,0.684090
unrelated,0.614677,1.303523,2.120663,0.307339,0.651762
ancestor-descendant,0.071039,0.161062,2.267216,0.071039,0.161062
ancestor-descendant,0.097053,0.185286,1.909124,0.097053,0.185286
ancestor-descendant,0.050427,0.106193,2.105861,0.050427,0.106193
siblings,0.089498,0.190832,2.132250,0.089498,0.190832
unrelated,0.211680,0.466178,2.202274,0.211680,0.466178
unrelated,0.140893,0.317845,2.255934,0.140893,0.317845
unrelated,0.165374,0.374517,2.264662,0.165374,0.374517
siblings,0.056693,0.126665,2.234227,0.056693,0.126665
unrelated,0.169248,0.370466,2.188900,0.169248,0.370466
unrelated,0.088725,0.166901,1.881099,0.088725,0.166901
unrelated,0.056109,0.127637,2.274814,0.056109,0.127637
unrelated,0.195164,0.442777,2.268738,0.097582,0.221388
unrelated,0.363909,0.788731,2.167385,0.363909,0.788731
unrelated,0.291416,0.573420,1.967701,0.291416,0.573420
unrelated,0.339025,0.692729,2.043301,0.339025,0.692729
unrelated,0.329334,0.704472,2.139083,0.329334,0.704472
unrelated,0.264913,0.507518,1.915792,0.264913,0.507518
unrelated,0.355730,0.764734,2.149763,0.355730,0.764734
unrelated,0.276868,0.582322,2.103245,0.276868,0.582322
unrelated,0.434806,0.918835,2.113204,0.434806,0.918835
unrelated,0.321034,0.675067,2.102788,0.321034,0.675067
unrelated,0.271793,0.576898,2.122562,0.271793,0.576898
unrelated,0.310612,0.667659,2.149497,0.310612,0.667659
unrelated,0.364553,0.795306,2.181589,0.364553,0.795306
unrelated,0.248493,0.557383,2.243047,0.248493,0.557383
unrelated,0.206013,0.464696,2.255668,0.206013,0.464696
unrelated,0.355748,0.803607,2.258925,0.355748,0.803607
unrelated,0.269940,0.612167,2.267791,0.269940,0.612167
unrelated,0.432795,0.951749,2.199075,0.432795,0.951749
unrelated,0.348005,0.787023,2.261528,0.348005,0.787023
unrelated,0.298224,0.674079,2.260314,0.298224,0.674079
unrelated,0.400074,0.902120,2.254880,0.400074,0.902120
unrelated,0.410705,0.921057,2.242627,0.410705,0.921057
unrelated,0.286903,0.649253,2.262973,0.286903,0.649253
unrelated,0.193589,0.421309,2.176306,0.193589,0.421309
unrelated,0.233546,0.516924,2.213374,0.233546,0.516924
unrelated,0.163358,0.345663,2.115988,0.163358,0.345663
unrelated,0.275686,0.610624,2.214927,0.275686,0.610624
unrelated,0.262120,0.575224,2.194505,0.262120,0.575224
unrelated,0.470342,0.996878,2.119473,0.470342,0.996878
unrelated,0.510132,1.061247,2.080338,0.510132,1.061247
unrelated,0.477046,1.019129,2.136335,0.477046,1.019129
unrelated,0.453840,0.963395,2.122764,0.453840,0.963395
unrelated,0.264444,0.578871,2.189012,0.264444,0.578871
unrelated,0.159572,0.346623,2.172208,0.159572,0.346623
unrelated,0.270037,0.586782,2.172970,0.270037,0.586782
unrelated,0.323278,0.710885,2.198992,0.323278,0.710885
unrelated,0.235606,0.519397,2.204515,0.235606,0.519397
unrelated,0.259769,0.569420,2.192022,0.259769,0.569420
unrelated,0.254087,0.575192,2.263756,0.254087,0.575192
unrelated,0.334402,0.724017,2.165109,0.334402,0.724017
unrelated,0.376285,0.787984,2.094114,0.188142,0.393992
unrelated,0.278956,0.564574,2.023885,0.278956,0.564574
unrelated,0.395831,0.833607,2.105965,0.395831,0.833607
unrelated,0.395134,0.812081,2.055201,0.395134,0.812081
unrelated,0.404718,0.864591,2.136278,0.404718,0.864591
unrelated,0.447417,0.903460,2.019277,0.447417,0.903460
unrelated,0.160214,0.300719,1.876979,0.160214,0.300719
unrelated,0.207326,0.401316,1.935670,0.207326,0.401316
unrelated,0.194586,0.383935,1.973090,0.194586,0.383935
unrelated,0.199954,0.387008,1.935483,0.199954,0.387008
unrelated,0.326880,0.708116,2.166287,0.326880,0.708116
unrelated,0.390369,0.846011,2.167208,0.390369,0.846011
unrelated,0.287299,0.625318,2.176538,0.287299,0.625318
unrelated,0.393690,0.859266,2.182594,0.393690,0.859266
unrelated,0.259644,0.569541,2.193549,0.259644,0.569541
unrelated,0.252568,0.568680,2.251594,0.252568,0.568680
unrelated,0.320488,0.716820,2.236654,0.320488,0.716820
unrelated,0.304754,0.683723,2.243522,0.304754,0.683723
unrelated,0.261693,0.593659,2.268533,0.261693,0.593659
unrelated,0.232235,0.523400,2.253754,0.232235,0.523400
unrelated,0.254995,0.578250,2.267690,0.254995,0.578250
unrelated,0.197348,0.445295,2.256398,0.197348,0.445295
unrelated,0.303432,0.676929,2.230912,0.303432,0.676929
unrelated,0.207084,0.424768,2.051185,0.207084,0.424768
unrelated,0.245651,0.508697,2.070813,0.245651,0.508697
unrelated,0.257028,0.520650,2.025653,0.257028,0.520650
unrelated,0.209637,0.401602,1.915698,0.209637,0.401602
unrelated,0.647886,1.387686,2.141865,0.647886,1.387686
unrelated,0.532148,1.113438,2.092346,0.532148,1.113438
unrelated,0.513596,1.072992,2.089176,0.513596,1.072992
unrelated,0.491305,1.019432,2.074947,0.491305,1.019432
unrelated,0.509682,1.067794,2.095021,0.509682,1.067794
unrelated,0.641614,1.343425,2.093822,0.641614,1.343425
unrelated,0.667736,1.396912,2.092012,0.667736,1.396912
unrelated,0.668934,1.404848,2.100129,0.668934,1.404848
unrelated,0.583001,1.195074,2.049865,0.583001,1.195074
unrelated,0.635159,1.345603,2.118528,0.635159,1.345603
unrelated,0.608688,1.294804,2.127205,0.608688,1.294804
unrelated,0.642299,1.375981,2.142275,0.642299,1.375981
unrelated,0.627310,1.341750,2.138897,0.627310,1.341750
siblings,0.116889,0.244261,2.089686,0.116889,0.244261
siblings,0.064241,0.134140,2.088076,0.064241,0.134140
unrelated,0.071952,0.153690,2.136008,0.071952,0.153690
cousins,0.152873,0.331721,2.169911,0.152873,0.331721
cousins,0.077387,0.174132,2.250138,0.077387,0.174132
cousins,0.192396,0.436927,2.270971,0.192396,0.436927
unrelated,0.023348,0.052180,2.234859,0.023348,0.052180
cousins,0.106074,0.223951,2.111266,0.106074,0.223951
cousins,0.104419,0.199995,1.915303,0.104419,0.199995
cousins,0.057274,0.130056,2.270768,0.057274,0.130056
unrelated,0.173022,0.391480,2.262606,0.057674,0.130493
unrelated,0.331316,0.716811,2.163526,0.165658,0.358405
unrelated,0.260560,0.500699,1.921622,0.260560,0.500699
unrelated,0.296605,0.592848,1.998778,0.296605,0.592848
unrelated,0.283052,0.598763,2.115380,0.283052,0.598763
unrelated,0.248312,0.472205,1.901662,0.248312,0.472205
unrelated,0.346605,0.748045,2.158203,0.346605,0.748045
unrelated,0.267826,0.566233,2.114182,0.267826,0.566233
unrelated,0.426167,0.903805,2.120777,0.426167,0.903805
unrelated,0.325127,0.690708,2.124421,0.325127,0.690708
unrelated,0.249955,0.529695,2.119158,0.249955,0.529695
unrelated,0.290383,0.624560,2.150812,0.290383,0.624560
unrelated,0.342067,0.747147,2.184215,0.342067,0.747147
unrelated,0.234429,0.527512,2.250201,0.234429,0.527512
unrelated,0.142036,0.320386,2.255676,0.071018,0.160193
unrelated,0.306046,0.691515,2.259516,0.306046,0.691515
unrelated,0.222732,0.505378,2.268994,0.222732,0.505378
unrelated,0.404328,0.883746,2.185714,0.404328,0.883746
unrelated,0.298374,0.675456,2.263790,0.298374,0.675456
unrelated,0.254074,0.573297,2.256421,0.254074,0.573297
unrelated,0.346173,0.781216,2.256723,0.346173,0.781216
unrelated,0.354825,0.794224,2.238353,0.354825,0.794224
unrelated,0.235223,0.531592,2.259946,0.235223,0.531592
unrelated,0.140581,0.299253,2.128682,0.140581,0.299253
unrelated,0.186421,0.410709,2.203133,0.186421,0.410709
unrelated,0.117957,0.239137,2.027319,0.117957,0.239137
unrelated,0.213017,0.468548,2.199583,0.213017,0.468548
unrelated,0.230364,0.496516,2.155360,0.115182,0.248258
unrelated,0.418864,0.869754,2.076462,0.418864,0.869754
unrelated,0.449821,0.910150,2.023358,0.449821,0.910150
unrelated,0.431907,0.908782,2.104116,0.431907,0.908782
unrelated,0.409128,0.852339,2.083308,0.409128,0.852339
unrelated,0.219227,0.467615,2.133021,0.219227,0.467615
unrelated,0.115783,0.233829,2.019544,0.115783,0.233829
unrelated,0.251125,0.537485,2.140306,0.251125,0.537485
unrelated,0.279194,0.604561,2.165377,0.279194,0.604561
unrelated,0.174162,0.369855,2.123627,0.174162,0.369855
unrelated,0.199300,0.421526,2.115035,0.199300,0.421526
unrelated,0.209427,0.475141,2.268767,0.209427,0.475141
unrelated,0.271400,0.569353,2.097838,0.271400,0.569353
unrelated,0.333001,0.688466,2.067458,0.111000,0.229489
unrelated,0.262173,0.529458,2.019499,0.131086,0.264729
unrelated,0.359011,0.750559,2.090630,0.359011,0.750559
unrelated,0.357784,0.726183,2.029669,0.357784,0.726183
unrelated,0.360297,0.764248,2.121159,0.360297,0.764248
unrelated,0.435881,0.882015,2.023521,0.435881,0.882015
unrelated,0.139201,0.252345,1.812807,0.139201,0.252345
unrelated,0.224679,0.454812,2.024271,0.224679,0.454812
unrelated,0.172276,0.333686,1.936925,0.172276,0.333686
unrelated,0.169381,0.313308,1.849724,0.169381,0.313308
unrelated,0.337943,0.738337,2.184797,0.337943,0.738337
unrelated,0.416360,0.910343,2.186433,0.416360,0.910343
unrelated,0.293116,0.643088,2.193970,0.293116,0.643088
unrelated,0.398766,0.874849,2.193890,0.398766,0.874849
unrelated,0.209833,0.456622,2.176124,0.104916,0.228311
unrelated,0.233026,0.526078,2.257598,0.233026,0.526078
unrelated,0.271025,0.606567,2.238049,0.271025,0.606567
unrelated,0.290853,0.654275,2.249505,0.290853,0.654275
unrelated,0.243292,0.552260,2.269945,0.243292,0.552260
unrelated,0.172485,0.388975,2.255118,0.172485,0.388975
unrelated,0.213782,0.485653,2.271717,0.213782,0.485653
unrelated,0.129861,0.292880,2.255328,0.129861,0.292880
unrelated,0.254334,0.567225,2.230235,0.254334,0.567225
unrelated,0.164919,0.324236,1.966029,0.164919,0.324236
unrelated,0.216943,0.443755,2.045489,0.216943,0.443755
unrelated,0.216381,0.423629,1.957792,0.216381,0.423629
unrelated,0.184339,0.342174,1.856218,0.184339,0.342174
unrelated,0.605108,1.295411,2.140794,0.302554,0.647705
unrelated,0.491277,1.021972,2.080236,0.491277,1.021972
unrelated,0.472581,0.980782,2.075373,0.472581,0.980782
unrelated,0.455698,0.939585,2.061861,0.455698,0.939585
unrelated,0.467085,0.971917,2.080812,0.467085,0.971917
unrelated,0.616167,1.289896,2.093419,0.616167,1.289896
unrelated,0.650797,1.363298,2.094813,0.650797,1.363298
unrelated,0.649790,1.366179,2.102493,0.649790,1.366179
unrelated,0.559340,1.144684,2.046491,0.559340,1.144684
unrelated,0.595302,1.259082,2.115032,0.595302,1.259082
unrelated,0.565663,1.200753,2.122737,0.565663,1.200753
unrelated,0.597940,1.280015,2.140708,0.597940,1.280015
unrelated,0.581564,1.242199,2.135964,0.581564,1.242199
siblings,0.141310,0.276678,1.957959,0.141310,0.276678
unrelated,0.119710,0.268329,2.241499,0.119710,0.268329
cousins,0.212010,0.482460,2.275649,0.212010,0.482460
cousins,0.169498,0.377716,2.228441,0.169498,0.377716
cousins,0.206467,0.461698,2.236178,0.206467,0.461698
unrelated,0.108282,0.227361,2.099709,0.108282,0.227361
cousins,0.162821,0.370537,2.275738,0.162821,0.370537
cousins,0.162409,0.285997,1.760972,0.162409,0.285997
cousins,0.127616,0.266698,2.089844,0.127616,0.266698
unrelated,0.251022,0.551835,2.198350,0.083674,0.183945
unrelated,0.350514,0.785857,2.242011,0.175257,0.392928
unrelated,0.233847,0.488719,2.089907,0.233847,0.488719
unrelated,0.277459,0.593356,2.138540,0.277459,0.593356
unrelated,0.305120,0.681083,2.232179,0.305120,0.681083
unrelated,0.206734,0.424267,2.052236,0.206734,0.424267
unrelated,0.340789,0.761315,2.233974,0.340789,0.761315
unrelated,0.260689,0.581155,2.229300,0.260689,0.581155
unrelated,0.402276,0.881607,2.191550,0.402276,0.881607
unrelated,0.296787,0.656648,2.212520,0.296787,0.656648
unrelated,0.259940,0.582673,2.241570,0.259940,0.582673
unrelated,0.300462,0.674280,2.244143,0.300462,0.674280
unrelated,0.357014,0.802951,2.249076,0.357014,0.802951
unrelated,0.273466,0.620373,2.268556,0.273466,0.620373
unrelated,0.224006,0.505498,2.256625,0.112003,0.252749
unrelated,0.389387,0.866644,2.225665,0.389387,0.866644
unrelated,0.308042,0.686955,2.230067,0.308042,0.686955
unrelated,0.487991,1.047451,2.146457,0.487991,1.047451
unrelated,0.379396,0.847314,2.233325,0.379396,0.847314
unrelated,0.341530,0.755699,2.212689,0.341530,0.755699
unrelated,0.428125,0.953137,2.226308,0.428125,0.953137
unrelated,0.444718,0.979025,2.201450,0.444718,0.979025
unrelated,0.326657,0.723766,2.215676,0.326657,0.723766
unrelated,0.193890,0.441358,2.276331,0.193890,0.441358
unrelated,0.242671,0.551824,2.273964,0.242671,0.551824
unrelated,0.158903,0.361654,2.275949,0.158903,0.361654
unrelated,0.266878,0.606298,2.271817,0.266878,0.606298
unrelated,0.330049,0.697724,2.114004,0.165024,0.348862
unrelated,0.527877,1.087998,2.061081,0.527877,1.087998
unrelated,0.560035,1.130422,2.018486,0.560035,1.130422
unrelated,0.535496,1.114248,2.080778,0.535496,1.114248
unrelated,0.515567,1.064758,2.065216,0.515567,1.064758
unrelated,0.328405,0.691169,2.104622,0.328405,0.691169
unrelated,0.230796,0.472817,2.048631,0.230796,0.472817
unrelated,0.342897,0.718837,2.096364,0.342897,0.718837
unrelated,0.382516,0.814262,2.128699,0.382516,0.814262
unrelated,0.286617,0.601822,2.099743,0.286617,0.601822
unrelated,0.311945,0.653492,2.094895,0.311945,0.653492
unrelated,0.284126,0.640277,2.253498,0.284126,0.640277
unrelated,0.379497,0.788873,2.078734,0.379497,0.788873
unrelated,0.307110,0.666689,2.170851,0.102370,0.222230
unrelated,0.245073,0.531815,2.170025,0.122537,0.265907
unrelated,0.360651,0.790775,2.192633,0.360651,0.790775
unrelated,0.344331,0.738297,2.144149,0.344331,0.738297
unrelated,0.372556,0.824618,2.213409,0.372556,0.824618
unrelated,0.389920,0.817460,2.096479,0.389920,0.817460
unrelated,0.107070,0.228490,2.134030,0.107070,0.228490
unrelated,0.113944,0.226128,1.984549,0.113944,0.226128
unrelated,0.163061,0.357828,2.194445,0.163061,0.357828
unrelated,0.147918,0.315467,2.132715,0.147918,0.315467
unrelated,0.315697,0.709837,2.248474,0.315697,0.709837
unrelated,0.364721,0.815710,2.236532,0.364721,0.815710
unrelated,0.285231,0.644798,2.260621,0.285231,0.644798
unrelated,0.381740,0.857026,2.245053,0.381740,0.857026
unrelated,0.210973,0.479075,2.270787,0.105487,0.239537
unrelated,0.199010,0.450491,2.263661,0.199010,0.450491
