pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,0.653274,1.456704,2.229851,0.653274,1.456704
unrelated,0.504659,1.125205,2.229633,0.504659,1.125205
unrelated,0.681276,1.518895,2.229485,0.681276,1.518895
unrelated,0.393866,0.855103,2.171050,0.196933,0.427552
unrelated,0.434806,0.958045,2.203387,0.434806,0.958045
unrelated,0.394785,0.855599,2.167253,0.394785,0.855599
unrelated,0.465775,1.041621,2.236319,0.465775,1.041621
unrelated,0.444389,0.968549,2.179509,0.444389,0.968549
unrelated,0.418465,0.904622,2.161763,0.418465,0.904622
unrelated,0.371522,0.794945,2.139699,0.371522,0.794945
unrelated,0.427057,0.932714,2.184052,0.427057,0.932714
unrelated,0.451930,0.981163,2.171050,0.451930,0.981163
unrelated,0.581043,1.282536,2.207300,0.581043,1.282536
unrelated,0.664795,1.473271,2.216129,0.664795,1.473271
unrelated,0.536454,1.181962,2.203286,0.536454,1.181962
unrelated,0.702672,1.556865,2.215634,0.702672,1.556865
unrelated,0.481409,1.082552,2.248714,0.240705,0.541276
unrelated,0.499123,1.121458,2.246858,0.499123,1.121458
unrelated,0.531759,1.195806,2.248773,0.531759,1.195806
unrelated,0.575678,1.293408,2.246754,0.575678,1.293408
unrelated,0.479734,1.083574,2.258696,0.479734,1.083574
unrelated,0.394089,0.886546,2.249608,0.394089,0.886546
unrelated,0.399554,0.896053,2.242633,0.399554,0.896053
unrelated,0.370736,0.830105,2.239074,0.370736,0.830105
unrelated,0.411783,0.927649,2.252763,0.411783,0.927649
unrelated,0.560871,1.260368,2.247161,0.560871,1.260368
unrelated,0.516484,1.163483,2.252700,0.516484,1.163483
unrelated,0.554028,1.245407,2.247915,0.554028,1.245407
unrelated,0.520259,1.172589,2.253854,0.520259,1.172589
unrelated,0.943859,2.034426,2.155434,0.314620,0.678142
unrelated,0.864365,1.839934,2.128655,0.432182,0.919967
unrelated,0.906193,1.927075,2.126561,0.906193,1.927075
unrelated,0.813197,1.742466,2.142734,0.813197,1.742466
unrelated,0.929529,1.961340,2.110036,0.929529,1.961340
unrelated,0.887641,1.894036,2.133788,0.887641,1.894036
unrelated,0.831160,1.782370,2.144437,0.831160,1.782370
unrelated,0.908315,1.927436,2.121991,0.908315,1.927436
unrelated,0.859208,1.848979,2.151959,0.859208,1.848979
unrelated,0.806637,1.734495,2.150280,0.806637,1.734495
unrelated,0.943375,1.971576,2.089917,0.943375,1.971576
unrelated,0.799682,1.727310,2.159997,0.799682,1.727310
unrelated,1.040186,2.135540,2.053036,1.040186,2.135540
unrelated,0.996308,2.062931,2.070575,0.996308,2.062931
unrelated,0.954261,2.048107,2.146276,0.477130,1.024053
unrelated,1.078398,2.267801,2.102935,1.078398,2.267801
unrelated,1.119719,2.316604,2.068915,1.119719,2.316604
unrelated,1.073262,2.260979,2.106643,1.073262,2.260979
unrelated,1.123283,2.351305,2.093244,1.123283,2.351305
unrelated,0.966487,2.079450,2.151554,0.966487,2.079450
unrelated,0.936470,2.023478,2.160752,0.936470,2.023478
unrelated,0.964839,2.070834,2.146299,0.964839,2.070834
unrelated,0.922122,1.991942,2.160171,0.922122,1.991942
unrelated,0.961849,2.048353,2.129600,0.961849,2.048353
unrelated,0.957991,2.057478,2.147700,0.957991,2.057478
unrelated,1.011496,2.131561,2.107335,1.011496,2.131561
unrelated,1.003478,2.138375,2.130963,1.003478,2.138375
unrelated,1.156587,2.380185,2.057938,0.578294,1.190092
unrelated,1.072070,2.243693,2.092860,1.072070,2.243693
unrelated,1.079065,2.271520,2.105081,1.079065,2.271520
unrelated,1.188362,2.431718,2.046277,1.188362,2.431718
unrelated,1.077498,2.262933,2.100174,1.077498,2.262933
unrelated,1.108426,2.287343,2.063596,1.108426,2.287343
unrelated,1.120300,2.308988,2.061045,1.120300,2.308988
unrelated,1.140056,2.320573,2.035490,1.140056,2.320573
unrelated,1.176814,2.375720,2.018772,1.176814,2.375720
unrelated,1.062557,2.228580,2.097375,1.062557,2.228580
unrelated,1.087091,2.279276,2.096674,1.087091,2.279276
unrelated,1.176412,2.424977,2.061333,1.176412,2.424977
unrelated,1.087957,2.271530,2.087886,1.087957,2.271530
unrelated,0.817267,1.802161,2.205107,0.204317,0.450540
unrelated,1.096628,2.354836,2.147342,0.365543,0.784945
unrelated,1.049155,2.265842,2.159684,0.524577,1.132921
unrelated,1.153998,2.446683,2.120179,1.153998,2.446683
unrelated,1.184433,2.493503,2.105229,1.184433,2.493503
unrelated,1.030518,2.225361,2.159459,1.030518,2.225361
unrelated,1.168461,2.481209,2.123484,1.168461,2.481209
unrelated,1.015270,2.198033,2.164974,1.015270,2.198033
unrelated,1.040206,2.242359,2.155689,1.040206,2.242359
unrelated,1.134226,2.408108,2.123130,1.134226,2.408108
unrelated,1.066388,2.291169,2.148533,1.066388,2.291169
unrelated,0.986505,2.148441,2.177830,0.986505,2.148441
unrelated,0.983201,2.142362,2.178967,0.983201,2.142362
unrelated,1.056086,2.281540,2.160373,1.056086,2.281540
unrelated,1.044476,2.259210,2.163007,1.044476,2.259210
unrelated,1.110788,2.380566,2.143133,0.555394,1.190283
unrelated,1.040561,2.251619,2.163850,1.040561,2.251619
unrelated,1.079663,2.325510,2.153923,1.079663,2.325510
unrelated,1.101653,2.363253,2.145188,1.101653,2.363253
unrelated,0.991207,2.158295,2.177442,0.991207,2.158295
unrelated,1.090079,2.340540,2.147129,1.090079,2.340540
unrelated,1.123516,2.400736,2.136806,1.123516,2.400736
unrelated,1.160401,2.467457,2.126383,1.160401,2.467457
unrelated,1.102389,2.356105,2.137272,1.102389,2.356105
unrelated,0.985667,2.144531,2.175716,0.985667,2.144531
unrelated,1.012508,2.196002,2.168874,1.012508,2.196002
unrelated,1.102080,2.358219,2.139790,1.102080,2.358219
unrelated,0.960981,2.094829,2.179886,0.960981,2.094829
unrelated,1.198635,2.539910,2.119002,0.599317,1.269955
unrelated,1.154819,2.459600,2.129857,1.154819,2.459600
unrelated,1.154225,2.460106,2.131391,1.154225,2.460106
unrelated,1.060377,2.288066,2.157785,1.060377,2.288066
unrelated,1.193541,2.528470,2.118461,1.193541,2.528470
unrelated,1.128176,2.415721,2.141262,1.128176,2.415721
unrelated,1.109444,2.383613,2.148475,1.109444,2.383613
unrelated,1.152935,2.460483,2.134104,1.152935,2.460483
unrelated,1.160421,2.474100,2.132071,1.160421,2.474100
unrelated,1.149023,2.451219,2.133307,1.149023,2.451219
unrelated,1.103265,2.370474,2.148599,1.103265,2.370474
unrelated,1.218580,2.566629,2.106246,1.218580,2.566629
unrelated,1.166909,2.483371,2.128162,1.166909,2.483371
unrelated,1.216536,2.574593,2.116330,0.405512,0.858198
unrelated,1.050523,2.275642,2.166199,0.525262,1.137821
unrelated,0.942284,2.062059,2.188364,0.942284,2.062059
unrelated,0.924620,2.026401,2.191603,0.924620,2.026401
unrelated,1.030482,2.236526,2.170368,1.030482,2.236526
unrelated,0.946585,2.070726,2.187576,0.946585,2.070726
unrelated,1.031589,2.238914,2.170356,1.031589,2.238914
unrelated,1.036513,2.248021,2.168830,1.036513,2.248021
unrelated,0.951474,2.080392,2.186494,0.951474,2.080392
unrelated,1.001923,2.180726,2.176541,1.001923,2.180726
unrelated,1.053769,2.281218,2.164817,1.053769,2.281218
unrelated,1.055026,2.283933,2.164813,1.055026,2.283933
unrelated,1.064901,2.303113,2.162749,1.064901,2.303113
unrelated,1.149954,2.459125,2.138455,1.149954,2.459125
unrelated,1.151855,2.459962,2.135652,0.575928,1.229981
unrelated,1.242538,2.622251,2.110400,1.242538,2.622251
unrelated,1.215350,2.574222,2.118092,1.215350,2.574222
unrelated,1.361432,2.818625,2.070339,1.361432,2.818625
unrelated,1.229889,2.600619,2.114516,1.229889,2.600619
unrelated,1.244507,2.624724,2.109047,1.244507,2.624724
unrelated,1.246200,2.628595,2.109289,1.246200,2.628595
unrelated,1.281461,2.687182,2.096967,1.281461,2.687182
unrelated,1.233487,2.605168,2.112035,1.233487,2.605168
unrelated,1.103604,2.372932,2.150166,1.103604,2.372932
unrelated,1.121640,2.407238,2.146176,1.121640,2.407238
unrelated,1.091893,2.350838,2.152994,1.091893,2.350838
unrelated,1.097882,2.362532,2.151899,1.097882,2.362532
unrelated,1.302023,2.718336,2.087779,0.651012,1.359168
unrelated,1.432984,2.924439,2.040804,1.432984,2.924439
unrelated,1.455712,2.950475,2.026826,1.455712,2.950475
unrelated,1.429388,2.921598,2.043951,1.429388,2.921598
unrelated,1.429602,2.920978,2.043211,1.429602,2.920978
unrelated,1.301573,2.716519,2.087105,1.301573,2.716519
unrelated,1.251104,2.629141,2.101456,1.251104,2.629141
unrelated,1.318088,2.744451,2.082146,1.318088,2.744451
unrelated,1.321804,2.751614,2.081711,1.321804,2.751614
unrelated,1.264012,2.650627,2.096996,1.264012,2.650627
unrelated,1.282184,2.681152,2.091081,1.282184,2.681152
unrelated,1.181717,2.515567,2.128740,1.181717,2.515567
unrelated,1.318597,2.738324,2.076696,1.318597,2.738324
unrelated,0.900175,1.976861,2.196085,0.300058,0.658954
unrelated,0.993133,2.163524,2.178483,0.496567,1.081762
unrelated,0.971261,2.120205,2.182940,0.971261,2.120205
unrelated,0.916862,2.010049,2.192314,0.916862,2.010049
unrelated,0.990968,2.159413,2.179094,0.990968,2.159413
unrelated,0.839906,1.848632,2.200999,0.839906,1.848632
unrelated,1.024806,2.223607,2.169783,1.024806,2.223607
unrelated,0.950124,2.076564,2.185571,0.950124,2.076564
unrelated,1.031973,2.238394,2.169042,1.031973,2.238394
unrelated,1.005912,2.187620,2.174762,1.005912,2.187620
unrelated,1.042548,2.259197,2.166996,1.042548,2.259197
unrelated,0.986942,2.150487,2.178940,0.986942,2.150487
unrelated,1.072455,2.316088,2.159613,1.072455,2.316088
unrelated,1.038172,2.251228,2.168454,1.038172,2.251228
unrelated,1.030962,2.232674,2.165621,0.515481,1.116337
unrelated,1.044984,2.253683,2.156668,1.044984,2.253683
unrelated,1.035600,2.239179,2.162206,1.035600,2.239179
unrelated,1.002667,2.172358,2.166580,1.002667,2.172358
unrelated,1.084614,2.324310,2.142985,1.084614,2.324310
unrelated,1.102006,2.364537,2.145667,1.102006,2.364537
unrelated,1.100070,2.356233,2.141893,1.100070,2.356233
unrelated,1.126477,2.410816,2.140138,1.126477,2.410816
unrelated,1.035452,2.239384,2.162711,1.035452,2.239384
unrelated,1.013298,2.200739,2.171858,1.013298,2.200739
unrelated,0.965945,2.107669,2.181976,0.965945,2.107669
unrelated,0.997716,2.172157,2.177129,0.997716,2.172157
unrelated,0.975494,2.127678,2.181129,0.975494,2.127678
unrelated,0.750740,1.664446,2.217075,0.375370,0.832223
unrelated,0.801869,1.770230,2.207629,0.801869,1.770230
unrelated,0.809078,1.785875,2.207296,0.809078,1.785875
unrelated,0.779418,1.723837,2.211697,0.779418,1.723837
unrelated,0.827556,1.824910,2.205180,0.827556,1.824910
unrelated,0.608446,1.349111,2.217304,0.608446,1.349111
unrelated,0.538089,1.190248,2.211993,0.538089,1.190248
unrelated,0.551950,1.223783,2.217200,0.551950,1.223783
unrelated,0.646693,1.428720,2.209271,0.646693,1.428720
unrelated,0.732420,1.622368,2.215079,0.732420,1.622368
unrelated,0.773228,1.710910,2.212685,0.773228,1.710910
unrelated,0.770847,1.706938,2.214368,0.770847,1.706938
unrelated,0.814456,1.797978,2.207582,0.814456,1.797978
ancestor-descendant,0.066409,0.149382,2.249433,0.066409,0.149382
ancestor-descendant,0.046160,0.093889,2.033995,0.046160,0.093889
ancestor-descendant,0.084191,0.188965,2.244470,0.084191,0.188965
unrelated,0.306006,0.693645,2.266770,0.153003,0.346823
unrelated,0.322442,0.725060,2.248649,0.322442,0.725060
unrelated,0.393780,0.884662,2.246588,0.393780,0.884662
unrelated,0.446574,1.001185,2.241924,0.446574,1.001185
unrelated,0.435700,0.980788,2.251061,0.435700,0.980788
unrelated,0.425632,0.961233,2.258369,0.425632,0.961233
unrelated,0.350696,0.777849,2.218015,0.350696,0.777849
unrelated,0.334248,0.747976,2.237785,0.334248,0.747976
unrelated,0.277785,0.615359,2.215237,0.277785,0.615359
unrelated,0.358874,0.792122,2.207242,0.358874,0.792122
unrelated,0.312532,0.703643,2.251423,0.312532,0.703643
unrelated,0.447369,1.000276,2.235908,0.447369,1.000276
unrelated,0.373601,0.845279,2.262518,0.373601,0.845279
unrelated,0.439470,0.989212,2.250919,0.439470,0.989212
unrelated,0.238315,0.532886,2.236060,0.238315,0.532886
unrelated,0.278023,0.626859,2.254700,0.278023,0.626859
unrelated,0.292408,0.655516,2.241788,0.292408,0.655516
unrelated,0.326371,0.739858,2.266921,0.326371,0.739858
unrelated,0.198434,0.449586,2.265668,0.198434,0.449586
unrelated,0.264904,0.555822,2.098205,0.264904,0.555822
unrelated,0.279274,0.629796,2.255122,0.279274,0.629796
unrelated,0.339556,0.649709,1.913407,0.339556,0.649709
unrelated,0.281378,0.544082,1.933630,0.281378,0.544082
unrelated,0.211961,0.479495,2.262187,0.211961,0.479495
unrelated,0.238700,0.527744,2.210905,0.238700,0.527744
unrelated,0.251679,0.571502,2.270761,0.251679,0.571502
unrelated,0.207269,0.466935,2.252803,0.207269,0.466935
unrelated,0.319488,0.718665,2.249429,0.319488,0.718665
unrelated,0.278603,0.632595,2.270596,0.278603,0.632595
unrelated,0.271037,0.615328,2.270268,0.271037,0.615328
unrelated,0.368483,0.822613,2.232433,0.368483,0.822613
unrelated,0.301264,0.683523,2.268847,0.301264,0.683523
unrelated,0.443465,0.984833,2.220767,0.443465,0.984833
unrelated,0.471877,1.000083,2.119373,0.471877,1.000083
unrelated,0.421447,0.907861,2.154151,0.421447,0.907861
unrelated,0.395440,0.854660,2.161291,0.395440,0.854660
unrelated,0.395341,0.876569,2.217247,0.395341,0.876569
unrelated,0.370074,0.818952,2.212941,0.370074,0.818952
unrelated,0.460843,1.018920,2.210993,0.460843,1.018920
unrelated,0.397613,0.896070,2.253624,0.397613,0.896070
unrelated,0.946478,2.063387,2.180069,0.315493,0.687796
unrelated,0.852828,1.874876,2.198423,0.426414,0.937438
unrelated,0.905178,1.981460,2.189029,0.905178,1.981460
unrelated,1.028001,2.223684,2.163114,1.028001,2.223684
unrelated,1.120132,2.396605,2.139574,1.120132,2.396605
unrelated,1.052079,2.268789,2.156481,1.052079,2.268789
unrelated,1.092519,2.338770,2.140712,1.092519,2.338770
unrelated,1.040617,2.248837,2.161060,1.040617,2.248837
unrelated,0.983145,2.138607,2.175272,0.983145,2.138607
unrelated,1.148081,2.450522,2.134449,1.148081,2.450522
unrelated,1.100922,2.366280,2.149363,1.100922,2.366280
unrelated,0.954166,2.080470,2.180406,0.954166,2.080470
unrelated,0.904581,1.977595,2.186201,0.904581,1.977595
unrelated,0.892933,1.948018,2.181595,0.892933,1.948018
unrelated,0.971257,2.114680,2.177261,0.971257,2.114680
unrelated,0.879197,1.926735,2.191473,0.879197,1.926735
unrelated,0.880100,1.925685,2.188030,0.880100,1.925685
unrelated,0.926809,2.023249,2.183027,0.926809,2.023249
unrelated,0.921790,2.013798,2.184660,0.921790,2.013798
unrelated,0.859179,1.886917,2.196186,0.859179,1.886917
unrelated,0.824547,1.808417,2.193226,0.824547,1.808417
unrelated,0.863008,1.888975,2.188828,0.863008,1.888975
unrelated,0.894750,1.953632,2.183440,0.894750,1.953632
unrelated,0.919384,2.005142,2.180963,0.919384,2.005142
unrelated,0.902276,1.975027,2.188939,0.902276,1.975027
unrelated,0.963312,2.086740,2.166214,0.963312,2.086740
unrelated,0.843039,1.854288,2.199528,0.843039,1.854288
unrelated,0.894814,1.957514,2.187622,0.894814,1.957514
unrelated,0.885294,1.941572,2.193139,0.885294,1.941572
unrelated,1.014118,2.192673,2.162148,1.014118,2.192673
unrelated,1.069952,2.284687,2.135317,1.069952,2.284687
unrelated,0.950533,2.069928,2.177651,0.950533,2.069928
unrelated,1.017376,2.202946,2.165321,1.017376,2.202946
unrelated,0.967627,2.106661,2.177143,0.967627,2.106661
unrelated,1.002306,2.171828,2.166831,1.002306,2.171828
unrelated,0.934499,2.037515,2.180328,0.934499,2.037515
unrelated,0.933732,2.037095,2.181671,0.933732,2.037095
unrelated,0.868666,1.906755,2.195039,0.868666,1.906755
unrelated,0.924633,2.011710,2.175686,0.924633,2.011710
unrelated,0.913639,1.994675,2.183219,0.913639,1.994675
unrelated,0.820361,1.808376,2.204367,0.820361,1.808376
unrelated,0.652677,1.403289,2.150050,0.326339,0.701644
unrelated,0.685028,1.468018,2.143006,0.685028,1.468018
unrelated,0.664661,1.424674,2.143459,0.664661,1.424674
unrelated,0.678094,1.470872,2.169126,0.678094,1.470872
unrelated,0.682860,1.479478,2.166593,0.682860,1.479478
unrelated,0.587923,1.265979,2.153309,0.587923,1.265979
unrelated,0.770705,1.653648,2.145631,0.770705,1.653648
unrelated,0.841596,1.816728,2.158669,0.841596,1.816728
unrelated,0.803358,1.724219,2.146265,0.803358,1.724219
unrelated,0.778987,1.674212,2.149216,0.778987,1.674212
unrelated,0.792760,1.723146,2.173604,0.792760,1.723146
unrelated,0.823000,1.789195,2.173990,0.823000,1.789195
unrelated,0.677338,1.463655,2.160894,0.677338,1.463655
unrelated,0.854421,1.860179,2.177123,0.854421,1.860179
unrelated,0.567558,1.189017,2.094971,0.567558,1.189017
unrelated,0.581816,1.233333,2.119800,0.581816,1.233333
unrelated,0.542566,1.127686,2.078429,0.542566,1.127686
unrelated,0.585503,1.263689,2.158296,0.585503,1.263689
unrelated,0.597567,1.254061,2.098611,0.597567,1.254061
unrelated,0.584092,1.217849,2.085030,0.584092,1.217849
unrelated,0.534584,1.101378,2.060251,0.534584,1.101378
unrelated,0.576723,1.211015,2.099820,0.576723,1.211015
unrelated,0.620123,1.300364,2.096946,0.620123,1.300364
unrelated,0.748540,1.602086,2.140283,0.748540,1.602086
unrelated,0.836510,1.802999,2.155383,0.836510,1.802999
unrelated,0.691082,1.473003,2.131446,0.691082,1.473003
unrelated,0.875577,1.888820,2.157228,0.875577,1.888820
unrelated,0.649641,1.418981,2.184255,0.649641,1.418981
unrelated,0.668523,1.459735,2.183521,0.668523,1.459735
unrelated,0.699089,1.532304,2.191859,0.699089,1.532304
unrelated,0.740255,1.627402,2.198436,0.740255,1.627402
unrelated,0.634820,1.402888,2.209900,0.634820,1.402888
unrelated,0.557862,1.212528,2.173526,0.557862,1.212528
unrelated,0.562815,1.218395,2.164823,0.562815,1.218395
unrelated,0.538589,1.161999,2.157487,0.538589,1.161999
unrelated,0.577635,1.259834,2.181019,0.577635,1.259834
unrelated,0.712642,1.576964,2.212842,0.712642,1.576964
unrelated,0.666849,1.478703,2.217449,0.666849,1.478703
unrelated,0.706465,1.563912,2.213716,0.706465,1.563912
unrelated,0.677160,1.493374,2.205349,0.677160,1.493374
unrelated,1.100998,2.363536,2.146720,0.550499,1.181768
unrelated,0.990638,2.132833,2.152989,0.990638,2.132833
unrelated,1.041700,2.233750,2.144331,1.041700,2.233750
unrelated,0.940295,2.037374,2.166740,0.940295,2.037374
unrelated,1.061225,2.264337,2.133702,1.061225,2.264337
unrelated,1.022633,2.199066,2.150395,1.022633,2.199066
unrelated,0.961871,2.081605,2.164121,0.961871,2.081605
unrelated,1.041651,2.231496,2.142269,1.041651,2.231496
unrelated,0.999203,2.159600,2.161322,0.999203,2.159600
unrelated,0.937404,2.034362,2.170208,0.937404,2.034362
unrelated,1.061589,2.254181,2.123402,1.061589,2.254181
unrelated,0.924593,2.011841,2.175922,0.924593,2.011841
unrelated,1.158625,2.420485,2.089102,1.158625,2.420485
unrelated,1.115044,2.347399,2.105207,1.115044,2.347399
unrelated,1.108216,2.374222,2.142381,1.108216,2.374222
unrelated,1.233888,2.597347,2.105011,1.233888,2.597347
unrelated,1.266643,2.638475,2.083046,1.266643,2.638475
unrelated,1.226517,2.585438,2.107951,1.226517,2.585438
unrelated,1.283113,2.685853,2.093231,1.283113,2.685853
unrelated,1.127289,2.413767,2.141213,1.127289,2.413767
unrelated,1.098111,2.359575,2.148758,1.098111,2.359575
unrelated,1.123412,2.404033,2.139940,1.123412,2.404033
unrelated,1.079493,2.322643,2.151606,1.079493,2.322643
unrelated,1.109081,2.368478,2.135533,1.109081,2.368478
unrelated,1.109974,2.378403,2.142755,1.109974,2.378403
unrelated,1.158681,2.454092,2.118005,1.158681,2.454092
unrelated,1.159626,2.468235,2.128474,1.159626,2.468235
unrelated,1.307549,2.708416,2.071369,1.307549,2.708416
unrelated,1.223548,2.571311,2.101520,1.223548,2.571311
unrelated,1.237312,2.605120,2.105467,1.237312,2.605120
unrelated,1.337609,2.756590,2.060834,1.337609,2.756590
unrelated,1.232293,2.592608,2.103889,1.232293,2.592608
unrelated,1.251885,2.606654,2.082184,1.251885,2.606654
unrelated,1.266132,2.632017,2.078786,1.266132,2.632017
unrelated,1.277058,2.634271,2.062765,1.277058,2.634271
unrelated,1.314210,2.691315,2.047857,1.314210,2.691315
unrelated,1.213696,2.555066,2.105195,1.213696,2.555066
unrelated,1.242761,2.610610,2.100654,1.242761,2.610610
unrelated,1.330884,2.755024,2.070071,1.330884,2.755024
